,선수,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,생일
1670,강기웅94삼2B,107,386,332,35,81,12,3,4,111,36,12,7,35,6,2,37,9,10,3,.244,.325,.334,.659,.302,88.7,1.56,1964-02-25
1671,이종욱17NCF,107,355,318,52,98,15,0,5,128,34,9,2,28,5,0,30,5,2,2,.308,.371,.403,.774,.352,103.2,1.56,1980-06-18
1672,한상훈11한2B,131,485,398,49,107,12,3,3,134,39,16,10,46,6,1,66,6,33,2,.269,.352,.337,.689,.309,82.3,1.56,1980-06-03
1673,윤재호90해SS,114,380,323,39,84,12,2,2,106,33,13,6,31,4,0,40,10,20,2,.260,.331,.328,.659,.303,80.3,1.56,1967-03-06
1674,이종욱14NRF,124,495,438,73,126,28,4,6,180,78,15,4,40,3,0,60,5,1,13,.288,.342,.411,.753,.339,87.8,1.56,1980-06-18
1675,김인호90태2B,94,290,252,36,63,13,4,4,96,31,10,4,25,3,0,23,4,7,3,.250,.322,.381,.703,.324,94.7,1.56,1967-01-26
1676,정성훈99해3B,108,416,366,49,107,19,1,7,149,39,5,6,26,8,0,51,8,12,4,.292,.349,.407,.756,.330,90.6,1.55,1980-06-27
1677,장원진99두LF,121,480,426,59,135,15,2,2,160,58,3,2,39,4,2,44,9,2,9,.317,.372,.376,.748,.340,97.0,1.55,1969-06-15
1678,정성훈10L3B,111,418,365,52,96,20,1,4,130,38,3,1,41,4,1,58,14,6,2,.263,.342,.356,.698,.323,87.6,1.55,1980-06-27
1679,정성훈17L1B,115,321,276,32,86,14,0,6,118,30,4,3,36,6,2,49,4,1,2,.312,.400,.428,.828,.375,121.2,1.55,1980-06-27
1680,신경식93쌍DH,119,461,418,35,115,18,2,5,152,49,12,7,33,6,4,32,8,1,3,.275,.335,.364,.698,.328,112.0,1.55,1961-01-19
1681,김창희05두CF,84,270,221,26,60,9,0,3,78,35,4,2,35,5,1,41,3,6,3,.271,.379,.353,.732,.340,105.0,1.55,1973-07-03
1682,이범호12K3B,42,171,140,13,41,7,0,2,54,19,1,0,27,1,2,23,3,0,3,.293,.404,.386,.789,.373,134.9,1.55,1981-11-25
1683,송성문18넥2B,78,238,211,35,66,19,0,7,106,45,2,4,24,0,0,49,2,2,1,.313,.381,.502,.884,.382,122.2,1.55,1996-08-29
1684,김호근87OC,72,164,146,18,39,6,2,3,58,22,1,0,18,0,0,20,9,0,0,.267,.348,.397,.745,.354,119.3,1.55,1960-06-29
1685,장성호09KLF,88,312,271,39,77,11,3,7,115,39,7,5,40,1,0,42,8,0,0,.284,.378,.424,.803,.368,112.1,1.54,1977-10-18
1686,홍원기01두SS,84,284,242,34,64,13,1,6,97,42,1,0,29,5,1,39,4,6,2,.264,.353,.401,.753,.340,93.4,1.54,1973-06-05
1687,조양근89빙2B,119,374,333,36,91,14,2,1,112,31,20,6,20,3,0,35,6,17,1,.273,.319,.336,.656,.302,83.0,1.54,1964-03-22
1688,구천서85O2B,94,326,264,35,62,9,0,2,77,21,17,5,42,8,1,41,3,10,2,.235,.354,.292,.646,.308,87.9,1.54,1963-08-15
1689,이성열13넥RF,92,329,284,42,67,12,0,18,133,48,1,2,23,17,1,115,2,3,2,.236,.328,.468,.797,.359,111.6,1.54,1984-07-13
1690,허준93빙SS,121,424,383,43,87,13,4,5,123,33,5,0,25,2,0,50,14,13,1,.227,.277,.321,.599,.276,74.3,1.53,1970-05-29
1691,김재걸96삼2B,115,362,320,31,73,12,2,2,95,28,40,11,32,4,0,76,6,2,4,.228,.303,.297,.600,.284,77.5,1.53,1972-09-07
1692,이호준09SDH,103,340,299,40,89,14,1,16,153,55,0,0,35,1,1,60,9,1,4,.298,.369,.512,.880,.384,123.5,1.53,1976-02-08
1693,백재호01한2B,88,255,217,18,60,7,0,6,85,25,2,0,35,1,0,43,7,1,1,.277,.378,.392,.770,.360,106.6,1.53,1974-06-30
1694,가르시아18L3B,50,206,183,27,62,9,0,8,95,34,5,0,9,8,0,25,3,0,6,.339,.384,.519,.903,.388,131.4,1.53,1985-04-12
1695,김선진98L1B,115,408,369,47,104,20,3,8,154,46,13,5,26,3,1,59,19,8,2,.282,.333,.417,.750,.330,105.5,1.53,1967-05-05
1696,강인권95한C,104,297,246,17,54,6,2,1,67,22,1,5,32,15,0,55,1,4,0,.220,.345,.272,.617,.299,90.6,1.52,1972-06-26
1697,김성관82롯LF,76,304,273,38,75,15,1,7,113,40,16,4,18,8,0,26,8,3,2,.275,.336,.414,.750,.340,105.9,1.52,1952-07-06
1698,권두조84삼2B,100,423,363,38,97,10,2,1,114,25,3,2,36,3,0,36,8,19,2,.267,.337,.314,.651,.299,85.2,1.52,1951-06-10
1699,이원석10두3B,104,330,291,36,78,14,4,8,124,49,1,4,26,4,1,44,5,7,2,.268,.334,.426,.761,.337,97.0,1.52,1986-10-21
1700,공필성93롯3B,124,428,379,36,91,23,3,1,123,38,6,3,27,6,0,64,7,13,3,.240,.299,.325,.623,.288,83.3,1.51,1967-11-11
1701,정상호15SC,113,324,279,34,71,11,1,12,120,49,1,2,22,15,0,80,2,8,0,.254,.342,.430,.772,.340,97.1,1.51,1982-12-24
1702,서건창15넥2B,85,368,312,52,93,24,4,3,134,37,9,2,42,1,0,24,7,11,2,.298,.381,.429,.810,.359,105.8,1.51,1989-08-22
1703,김광림89OCF,72,235,211,29,58,6,5,1,77,13,14,4,19,0,1,22,3,4,1,.275,.333,.365,.698,.327,99.4,1.51,1961-03-09
1704,황대연95한3B,111,354,319,33,71,19,1,11,125,49,3,1,21,6,1,64,6,8,0,.223,.283,.392,.675,.301,91.4,1.51,1967-07-20
1705,김한수00삼3B,126,519,464,54,122,26,1,7,171,57,8,5,30,13,0,73,7,6,6,.263,.322,.369,.690,.312,80.8,1.51,1971-10-30
1706,김민우11넥3B,126,535,466,66,115,22,0,6,155,31,23,9,48,2,1,100,7,17,2,.247,.319,.333,.651,.301,76.4,1.51,1979-03-21
1707,김성규88해CF,80,233,204,27,58,6,3,0,70,20,8,4,25,1,0,19,4,1,2,.284,.362,.343,.705,.335,105.8,1.51,1965-12-09
1708,오태곤15롯SS,122,353,327,57,90,18,1,8,134,43,15,4,17,4,0,100,9,4,1,.275,.318,.410,.728,.324,84.1,1.50,1991-11-18
1709,이동수98롯쌍3B,82,216,186,21,46,8,0,9,81,30,1,0,24,3,1,63,5,2,1,.247,.341,.435,.777,.344,115.0,1.50,1973-03-24
1710,이재원13SC,69,252,226,27,57,10,1,8,93,41,2,1,17,4,0,32,8,3,2,.252,.313,.412,.725,.331,92.6,1.50,1988-02-24
1711,이희성91태3B,119,467,407,45,93,18,7,3,134,40,24,11,45,3,1,58,3,8,4,.229,.307,.329,.636,.296,77.0,1.50,1966-05-02
1712,김윤환88태RF,91,318,276,34,75,11,1,10,118,40,8,8,30,2,2,38,7,9,1,.272,.346,.428,.774,.346,113.3,1.50,1957-08-01
1713,이택근03현C,101,243,212,26,59,11,0,4,82,17,2,3,11,13,0,35,3,6,1,.278,.350,.387,.737,.333,96.6,1.50,1980-07-10
1714,김호93쌍SS,119,414,357,42,73,13,2,4,102,25,17,7,44,2,0,81,7,10,1,.204,.295,.286,.580,.276,73.8,1.50,1967-05-03
1715,김호인82삼CF,64,237,215,23,60,16,0,6,94,24,4,2,17,1,0,21,4,2,2,.279,.332,.437,.769,.346,109.2,1.50,1954-09-12
1716,김민재93롯2B,104,286,253,30,66,5,4,3,88,22,2,2,20,3,0,33,1,8,2,.261,.320,.348,.668,.309,97.9,1.49,1973-01-03
1717,신종길14KRF,103,399,360,60,105,24,6,9,168,51,20,7,29,2,0,92,2,5,3,.292,.345,.467,.812,.355,97.9,1.49,1983-12-31
1718,정수빈10두CF,76,156,143,35,46,8,6,1,69,19,13,3,10,0,0,25,2,1,2,.322,.361,.483,.844,.376,122.9,1.49,1990-10-07
1719,강영수93ORF,103,290,244,23,54,12,3,7,93,29,0,1,38,2,0,55,8,3,3,.221,.328,.381,.709,.332,115.1,1.49,1965-02-10
1720,김용희84롯3B,81,334,311,28,76,13,2,9,120,53,2,1,17,2,1,38,7,0,4,.244,.284,.386,.670,.309,92.2,1.48,1955-10-04
1721,김민재99롯SS,130,447,389,54,106,20,1,6,146,53,18,6,25,10,0,46,9,17,6,.272,.328,.375,.703,.306,74.3,1.48,1973-01-03
1722,강정길88빙1B,98,342,299,43,85,16,1,4,115,32,7,3,26,10,1,26,11,5,2,.284,.359,.385,.744,.345,112.0,1.48,1962-07-25
1723,송구홍97L3B,70,258,220,38,58,14,0,5,87,25,7,3,14,13,1,29,6,6,5,.264,.337,.395,.733,.326,102.0,1.48,1968-06-23
1724,박동원15넥C,127,443,379,47,101,12,1,14,157,61,0,0,37,9,0,93,4,10,8,.266,.340,.414,.754,.332,86.6,1.48,1990-04-07
1725,하주석17한SS,111,470,432,69,123,18,8,11,190,52,7,6,23,5,0,83,6,9,1,.285,.328,.440,.767,.333,89.3,1.48,1994-02-25
1726,이도형06한DH,119,466,426,46,109,22,0,19,188,63,0,2,26,6,0,68,7,5,3,.256,.306,.441,.747,.340,114.1,1.48,1975-05-24
1727,김종모82해LF,77,286,258,28,75,12,0,10,117,43,7,2,17,3,2,27,7,1,7,.291,.333,.453,.787,.349,111.6,1.48,1959-11-01
1728,조쉬벨14L3B,63,275,240,33,64,8,1,10,104,39,3,0,30,1,1,56,10,0,4,.267,.346,.433,.779,.347,101.6,1.47,1986-11-13
1729,박건우15두RF,70,175,158,31,54,12,0,5,81,26,2,1,12,3,0,29,2,2,0,.342,.399,.513,.912,.403,143.3,1.47,1990-09-08
1730,유동효89태3B,109,240,195,31,46,10,1,3,67,17,3,0,33,4,0,49,4,6,2,.236,.355,.344,.698,.333,103.4,1.47,1965-04-16
1731,김인철05한RF,103,288,262,46,72,16,0,10,118,39,8,3,20,2,0,59,9,3,1,.275,.330,.450,.780,.350,111.2,1.47,1971-07-14
1732,이강돈94한LF,108,352,309,33,86,15,0,4,113,46,8,5,35,0,3,51,10,4,4,.278,.348,.366,.713,.328,106.6,1.47,1961-02-27
1733,마해영04KDH,124,519,437,54,123,16,0,11,172,71,4,3,56,14,4,68,19,1,11,.281,.373,.394,.766,.354,110.0,1.47,1970-08-14
1734,홍현우03L3B,97,333,286,34,68,12,3,9,113,27,1,1,37,4,0,61,9,5,1,.238,.332,.395,.727,.327,92.5,1.47,1972-09-28
1735,장종훈01한1B,120,421,366,55,100,16,0,15,161,54,11,4,45,4,4,87,7,2,4,.273,.356,.440,.796,.356,104.3,1.47,1968-04-10
1736,최계영89롯CF,105,376,316,45,76,9,2,1,92,21,15,8,47,2,0,31,7,10,1,.241,.342,.291,.633,.307,85.9,1.47,1963-09-03
1737,김준환84해CF,91,336,307,29,82,10,0,6,110,29,5,5,20,3,1,47,9,2,4,.267,.314,.358,.673,.313,95.3,1.47,1955-05-19
1738,이원석17삼3B,121,459,411,55,109,20,1,18,185,62,2,0,34,4,2,80,4,4,6,.265,.323,.450,.773,.333,89.2,1.46,1986-10-21
1739,이용규05KRF,124,479,414,57,110,17,2,5,146,37,31,10,39,9,0,64,6,14,3,.266,.340,.353,.692,.317,89.0,1.46,1985-08-26
1740,임재철01롯CF,114,270,216,37,58,14,1,3,83,26,10,2,27,12,0,41,4,10,5,.269,.373,.384,.757,.342,95.2,1.46,1976-04-08
1741,알칸트라03LDH,79,325,292,38,82,12,2,16,146,44,0,1,29,1,3,64,8,0,3,.281,.345,.500,.845,.369,122.4,1.46,1971-05-06
1742,김동엽17SLF,125,428,393,58,109,18,1,22,195,70,2,4,23,9,1,62,6,0,3,.277,.329,.496,.826,.356,103.6,1.46,1990-07-24
1743,신종길15KRF,99,348,313,56,82,13,4,5,118,28,19,5,25,6,0,80,3,4,0,.262,.329,.377,.706,.320,78.4,1.46,1983-12-31
1744,김만후91쌍3B,99,295,264,33,69,14,0,3,92,30,7,1,21,6,0,28,10,2,2,.261,.328,.348,.676,.319,93.3,1.46,1964-03-26
1745,이명수99현2B,114,400,333,39,99,13,1,5,129,51,3,2,40,1,1,40,9,22,4,.297,.370,.387,.758,.326,87.7,1.46,1966-07-29
1746,한영준92롯LF,105,279,217,37,59,12,1,3,82,29,8,5,48,2,2,22,5,11,1,.272,.407,.378,.785,.357,113.2,1.46,1962-11-14
1747,이종두91삼LF,21,89,76,20,26,6,0,5,47,19,9,2,10,2,0,15,1,0,1,.342,.427,.618,1.045,.466,191.5,1.45,1962-04-05
1748,조영훈13N1B,120,426,380,38,107,26,3,6,157,39,4,5,39,2,1,56,6,3,2,.282,.350,.413,.763,.354,107.9,1.45,1982-11-12
1749,강민호14롯C,98,360,310,37,71,14,2,16,137,40,1,2,33,13,3,92,6,0,4,.229,.325,.442,.767,.336,82.7,1.45,1985-08-18
1750,김종모88해RF,105,393,353,36,106,8,2,4,130,35,1,1,29,0,2,17,12,7,4,.300,.350,.368,.718,.330,102.2,1.45,1959-11-01
1751,이종범08KRF,110,362,317,38,90,19,4,1,120,38,9,3,32,1,0,26,11,9,3,.284,.348,.379,.727,.335,99.9,1.45,1970-08-15
1752,김수연01한LF,129,446,392,65,114,10,3,0,130,20,42,16,47,2,1,67,3,4,1,.291,.369,.332,.700,.334,90.0,1.45,1977-05-28
1753,이종욱09두CF,82,344,312,48,86,11,4,1,108,28,37,6,28,0,0,38,5,3,1,.276,.334,.346,.681,.315,75.8,1.44,1980-06-18
1754,한문연85롯C,97,313,270,27,72,12,0,3,93,29,2,2,23,2,1,19,11,13,5,.267,.323,.344,.668,.301,82.3,1.44,1961-04-10
1755,김성한92해1B,117,458,410,62,107,18,0,15,170,59,6,2,37,7,1,59,9,2,2,.261,.331,.415,.746,.340,101.7,1.44,1958-05-18
1756,이택근05현1B,71,169,139,20,46,9,0,2,61,14,2,1,19,8,0,22,1,3,0,.331,.440,.439,.879,.406,149.3,1.44,1980-07-10
1757,김상국87빙C,85,300,274,24,70,9,2,3,92,26,3,3,18,2,0,22,5,3,3,.255,.303,.336,.639,.302,82.3,1.44,1963-04-05
1758,김태완11L2B,76,246,202,26,51,12,0,6,81,29,4,1,31,2,0,37,7,10,1,.252,.356,.401,.757,.342,104.6,1.44,1981-09-19
1759,김영직94LLF,89,198,181,16,53,10,2,4,79,40,2,1,14,2,1,13,4,0,1,.293,.349,.436,.785,.360,129.8,1.44,1960-09-26
1760,김종훈98삼LF,101,314,274,49,76,11,3,4,105,26,10,1,23,5,0,48,5,9,3,.277,.341,.383,.724,.320,98.9,1.43,1972-01-29
1761,신경식88O1B,107,408,378,41,109,12,3,4,139,38,12,2,25,1,1,18,3,2,2,.288,.333,.368,.700,.326,99.5,1.43,1961-01-19
1762,이대수08두SS,90,237,213,22,60,9,3,2,81,23,2,4,16,5,0,28,7,2,1,.282,.345,.380,.725,.340,103.5,1.43,1981-08-21
1763,박정권12S1B,122,472,416,61,106,18,1,12,162,59,4,6,43,4,2,80,7,6,3,.255,.328,.389,.718,.332,105.8,1.43,1981-07-21
1764,오재원16두2B,122,484,416,68,113,18,1,5,148,58,13,10,54,5,1,82,10,3,6,.272,.358,.356,.713,.334,84.5,1.43,1985-02-09
1765,송광민13한SS,67,268,245,33,64,13,0,7,98,33,1,1,18,4,0,62,8,1,0,.261,.322,.400,.722,.336,96.2,1.43,1983-06-24
1766,문희성05두DH,114,369,322,45,88,15,0,10,133,50,12,3,29,13,1,54,8,1,4,.273,.353,.413,.766,.352,113.3,1.43,1973-02-22
1767,채태인10삼1B,102,396,356,48,104,13,0,14,159,54,0,3,33,2,3,94,6,2,3,.292,.353,.447,.799,.359,111.1,1.43,1982-10-11
1768,박경수09L2B,106,344,269,45,64,12,0,8,100,31,6,4,54,7,0,55,5,12,2,.238,.377,.372,.748,.340,92.8,1.43,1984-03-31
1769,이호준99해RF,107,342,312,48,86,16,1,16,152,55,5,2,24,3,1,46,13,3,0,.276,.333,.487,.821,.351,104.2,1.42,1976-02-08
1770,박노준91ODH,120,470,430,60,126,17,4,5,166,39,19,12,28,6,2,40,2,6,0,.293,.345,.386,.731,.338,106.3,1.42,1962-10-26
1771,박종훈87OLF,80,294,264,33,75,10,1,6,105,34,5,3,22,0,0,15,4,5,3,.284,.336,.398,.733,.341,109.4,1.42,1959-06-12
1772,신동주02KDH,81,273,244,34,76,9,1,7,108,33,6,2,24,3,2,59,8,0,2,.311,.377,.443,.820,.365,125.5,1.42,1972-12-14
1773,김종석94ODH,104,411,369,47,104,24,2,5,147,64,6,3,30,4,4,33,11,0,8,.282,.336,.398,.734,.335,111.9,1.42,1971-02-28
1774,이형종17LLF,128,434,377,57,100,18,0,9,145,44,11,6,40,11,0,73,7,4,2,.265,.351,.385,.736,.334,94.1,1.42,1989-06-07
1775,김근석84삼1B,86,310,281,29,84,13,0,5,112,30,3,2,17,4,0,20,4,8,0,.299,.348,.399,.746,.342,115.9,1.42,1962-06-18
1776,가르시아11한RF,72,292,268,37,66,12,0,18,132,61,1,5,24,0,1,55,5,0,0,.246,.308,.493,.801,.360,116.7,1.42,1975-10-29
1777,박용성82롯RF,52,198,171,24,49,6,1,11,90,38,0,2,17,4,1,28,7,2,4,.287,.357,.526,.884,.384,133.9,1.42,1958-09-30
1778,이순철96해CF,111,409,351,49,77,13,2,5,109,41,26,7,41,3,2,81,12,11,3,.219,.304,.311,.615,.282,76.0,1.42,1961-04-18
1779,아두치16롯CF,64,272,247,46,72,18,3,7,117,41,15,2,18,1,1,59,5,1,5,.292,.336,.474,.810,.354,97.1,1.41,1985-05-15
1780,강병식10넥DH,107,300,251,32,72,9,1,9,110,30,2,2,34,11,2,51,5,1,3,.287,.391,.438,.830,.379,125.3,1.41,1977-04-23
1781,서효인89MC,57,145,118,9,30,4,1,3,45,17,2,1,21,3,0,22,4,3,0,.254,.380,.381,.762,.363,124.2,1.41,1962-02-06
1782,김동수01삼C,89,217,181,18,50,11,0,5,76,30,0,0,22,4,0,23,5,6,4,.276,.360,.420,.780,.347,98.7,1.41,1968-10-27
1783,장성호11한1B,116,478,390,53,95,13,0,8,132,37,0,6,81,4,2,66,9,3,0,.244,.379,.338,.717,.347,108.1,1.41,1977-10-18
1784,박기남13K3B,91,214,174,35,50,11,0,4,73,21,2,0,25,2,0,28,4,11,2,.287,.379,.420,.799,.356,109.9,1.41,1981-08-14
1785,김원섭06KLF,94,213,181,26,61,5,3,0,72,13,12,2,14,0,0,27,2,17,1,.337,.383,.398,.780,.338,113.2,1.41,1978-12-18
1786,스크럭스18N1B,142,571,501,75,129,35,0,26,242,97,3,2,55,12,2,144,14,0,3,.257,.343,.483,.826,.355,103.4,1.41,1987-09-23
1787,류중일97삼SS,79,248,215,34,52,13,0,8,89,34,1,3,23,2,0,43,4,8,0,.242,.321,.414,.735,.324,100.0,1.41,1963-04-28
1788,조동찬17삼2B,122,393,353,35,102,23,0,10,155,46,3,0,22,10,0,72,8,4,4,.289,.345,.439,.784,.345,98.2,1.41,1983-07-27
1789,김수연03한CF,128,355,312,50,79,11,5,0,100,14,26,5,34,2,0,57,1,6,1,.253,.330,.321,.650,.301,74.8,1.41,1977-05-28
1790,신경현10한C,119,292,253,29,63,13,0,10,106,40,6,5,27,0,1,54,10,9,3,.249,.318,.419,.737,.322,86.6,1.41,1975-11-28
1791,박재상08SLF,94,363,314,46,86,18,1,1,109,34,21,9,36,5,0,50,3,7,1,.274,.357,.347,.704,.333,98.5,1.41,1982-07-20
1792,김응국99롯DH,125,555,481,98,141,27,7,8,206,60,12,13,62,1,2,81,6,7,4,.293,.372,.428,.801,.354,105.8,1.41,1966-01-14
1793,박진만02현SS,126,466,401,47,88,24,0,12,148,57,2,5,47,5,2,85,6,9,4,.219,.306,.369,.675,.297,78.0,1.41,1976-11-30
1794,박진만13SSS,100,326,276,25,69,14,1,3,94,24,3,4,37,5,0,47,6,5,3,.250,.346,.341,.686,.326,89.1,1.40,1976-11-30
1795,김석일85롯C,54,133,109,18,28,6,1,3,45,15,2,1,19,2,1,21,0,2,1,.257,.374,.413,.787,.361,126.2,1.40,1959-11-26
1796,정의윤17SDH,112,381,349,44,112,16,0,15,173,45,0,1,19,9,0,61,11,0,4,.321,.368,.496,.863,.379,119.7,1.40,1986-07-25
1797,김한근82삼3B,64,227,193,33,51,13,1,5,81,28,4,3,24,2,0,26,1,6,3,.264,.347,.420,.767,.342,107.4,1.40,1955-03-05
1798,김경언02KRF,107,323,274,45,72,16,1,1,93,33,11,4,45,2,0,66,1,1,1,.263,.370,.339,.709,.331,101.5,1.40,1982-12-07
1799,서동욱13L넥2B,104,265,218,27,57,12,1,6,89,21,4,2,30,3,0,52,4,12,2,.261,.356,.408,.764,.342,100.2,1.40,1984-03-21
1800,이영우08한LF,89,305,271,41,78,21,2,2,109,27,2,1,26,1,0,40,9,2,5,.288,.347,.402,.749,.347,108.0,1.40,1973-11-27
1801,박재용95해DH,83,251,211,18,60,11,3,3,86,29,1,0,30,3,0,40,4,3,4,.284,.375,.408,.783,.356,129.8,1.40,1969-06-16
1802,양준혁08삼DH,114,443,385,49,107,16,2,8,151,49,1,1,46,7,4,37,10,2,2,.278,.364,.392,.756,.352,111.9,1.40,1969-05-26
1803,김성현89삼C,48,92,80,13,25,4,5,2,45,21,7,3,7,2,0,22,1,3,0,.313,.382,.563,.945,.420,161.5,1.39,1963-08-21
1804,손주인13L2B,125,423,351,42,93,17,3,3,125,41,9,6,40,6,0,63,8,20,6,.265,.345,.356,.701,.318,83.7,1.39,1983-12-01
1805,홍세완07KSS,59,230,199,22,52,7,0,7,80,27,0,2,20,4,0,22,8,5,2,.261,.338,.402,.740,.338,105.6,1.39,1978-01-16
1806,김용운87롯C,94,312,273,27,76,10,0,1,89,33,2,1,19,2,0,23,11,16,2,.278,.328,.326,.654,.300,80.0,1.39,1955-06-05
1807,김한수06삼1B,103,396,343,41,87,15,0,7,123,54,6,3,32,15,0,54,12,2,4,.254,.340,.359,.699,.331,107.9,1.39,1971-10-30
1808,김응국02롯LF,116,412,373,35,106,15,3,3,136,49,12,5,34,2,2,58,8,2,1,.284,.346,.365,.711,.322,95.4,1.39,1966-01-14
1809,김재호08두SS,112,292,261,48,65,8,5,1,86,21,12,3,25,2,0,33,7,3,1,.249,.318,.330,.648,.307,80.6,1.38,1985-03-21
1810,정경훈95한SS,89,255,222,33,47,7,2,2,64,16,37,4,24,1,0,31,0,7,1,.212,.290,.288,.579,.267,67.9,1.38,1972-05-22
1811,임형석91O3B,109,383,343,39,82,16,3,6,122,37,1,4,34,3,1,81,9,2,1,.239,.312,.356,.668,.312,88.2,1.38,1968-01-29
1812,박용택18LDH,134,583,524,89,159,38,1,15,244,76,3,3,47,5,0,107,21,0,7,.303,.362,.466,.828,.362,112.7,1.38,1979-04-21
1813,김상수10삼SS,101,338,282,37,69,7,3,0,82,22,30,6,31,12,0,45,10,12,1,.245,.344,.291,.634,.300,72.3,1.38,1990-03-23
1814,강경학18한2B,77,289,245,42,68,11,1,5,96,27,6,3,38,4,0,59,7,1,1,.278,.382,.392,.774,.353,101.4,1.38,1992-08-11
1815,서정환84해2B,94,364,324,38,81,11,0,5,107,27,9,7,30,3,1,47,5,5,2,.250,.318,.330,.648,.303,88.3,1.38,1955-02-25
1816,유승안82MC,57,166,142,23,36,5,0,9,68,29,2,4,21,0,3,29,2,0,3,.254,.343,.479,.822,.359,118.2,1.38,1956-06-01
1817,김종수86빙SS,74,228,190,18,50,5,0,0,55,12,2,2,29,2,0,26,2,6,1,.263,.365,.289,.654,.316,101.0,1.38,1957-03-15
1818,정수빈13두CF,125,260,228,57,63,2,8,2,87,29,23,8,16,6,0,29,1,8,2,.276,.337,.382,.719,.328,90.2,1.38,1990-10-07
1819,최준석07두DH,121,451,386,48,94,20,2,16,166,75,1,0,51,2,1,95,10,5,7,.244,.330,.430,.760,.344,110.0,1.38,1983-02-15
1820,김인호99현2B,113,356,293,53,75,14,0,7,110,43,13,4,35,12,0,44,7,15,1,.256,.358,.375,.733,.323,85.6,1.38,1967-01-26
1821,박종호98L현2B,103,272,218,38,50,8,2,2,68,18,8,2,40,5,0,41,3,7,2,.229,.359,.312,.670,.311,91.8,1.38,1973-07-27
1822,이대형09LCF,133,597,521,92,146,10,2,2,166,41,64,18,50,0,1,77,8,22,4,.280,.341,.319,.660,.301,66.3,1.37,1983-07-19
1823,김만후92쌍3B,101,303,270,31,69,9,3,5,99,29,5,2,30,2,1,27,15,1,0,.256,.334,.367,.701,.326,92.7,1.37,1964-03-26
1824,김무종86해C,101,362,317,19,71,6,2,8,105,44,0,3,25,3,2,42,5,12,5,.224,.283,.331,.614,.281,75.5,1.37,1954-04-07
1825,김재박91LSS,82,292,247,34,65,13,2,0,82,18,15,7,28,2,1,23,7,15,0,.263,.343,.332,.675,.306,84.1,1.37,1954-05-23
1826,김동수04현C,113,381,311,38,78,13,1,2,99,31,2,2,32,13,0,42,10,21,4,.251,.342,.318,.660,.300,73.5,1.37,1968-10-27
1827,김용국85삼3B,99,352,306,46,73,14,1,7,110,37,3,4,34,2,1,42,10,8,2,.239,.317,.359,.676,.311,89.9,1.37,1962-06-21
1828,이연수92쌍CF,85,325,276,29,71,9,0,6,98,35,6,6,34,8,0,40,10,4,3,.257,.352,.355,.707,.331,95.9,1.37,1963-03-03
1829,이호준14NDH,122,500,424,59,115,20,0,23,204,78,3,5,67,3,0,104,15,1,5,.271,.371,.481,.852,.377,111.6,1.37,1976-02-08
1830,정성훈16L1B,126,418,370,58,119,22,1,6,161,64,8,4,33,5,1,59,9,5,5,.322,.380,.435,.815,.369,107.7,1.37,1980-06-27
1831,박노준96쌍DH,52,153,139,15,48,7,1,4,69,20,1,0,9,2,1,17,2,3,0,.345,.393,.496,.890,.399,157.4,1.37,1962-10-26
1832,최항18S2B,98,257,222,38,65,12,1,7,100,35,2,2,25,8,0,57,1,2,0,.293,.384,.450,.835,.370,113.0,1.37,1994-01-03
1833,양석환18L3B,140,519,483,53,127,27,0,22,220,82,2,2,24,6,0,81,9,1,5,.263,.303,.455,.759,.324,89.6,1.37,1991-07-15
1834,이창원91쌍LF,68,200,174,32,43,10,2,9,84,31,5,3,10,12,0,31,2,1,3,.247,.327,.483,.809,.364,123.1,1.36,1963-02-22
1835,이숭용09히1B,114,422,362,47,107,20,3,4,145,52,8,3,48,2,1,44,7,4,6,.296,.376,.401,.776,.353,102.1,1.36,1971-03-10
1836,백상원16삼2B,132,517,445,60,128,19,3,3,162,49,8,3,51,4,0,69,15,10,7,.288,.361,.364,.725,.335,83.9,1.36,1988-01-02
1837,손인호98롯LF,79,259,223,30,62,10,3,4,90,23,2,1,25,3,0,60,0,5,2,.278,.356,.404,.759,.337,110.2,1.36,1975-04-03
1838,홍승규87삼DH,100,357,322,56,89,13,3,7,129,26,13,10,28,3,0,40,2,3,0,.276,.340,.401,.741,.348,114.0,1.36,1960-06-20
1839,김용철91삼DH,108,307,268,32,67,8,0,15,120,46,2,0,32,5,1,37,13,0,2,.250,.339,.448,.787,.360,120.8,1.36,1957-09-21
1840,김기태02S1B,101,337,284,32,73,15,1,9,117,46,2,1,47,0,0,57,6,3,3,.257,.359,.412,.771,.344,110.9,1.35,1969-05-23
1841,이명기18KRF,120,502,447,88,135,28,6,4,187,42,12,5,40,3,3,64,5,11,1,.302,.363,.418,.781,.340,95.0,1.35,1987-12-26
1842,김영직90L1B,96,245,202,30,54,5,2,6,81,40,5,3,34,2,1,34,4,3,4,.267,.372,.401,.773,.361,120.6,1.35,1960-09-26
1843,이강돈95한LF,105,326,290,29,72,20,2,4,108,40,4,0,29,2,1,47,5,3,2,.248,.319,.372,.691,.315,101.7,1.35,1961-02-27
